"","genres"
"399","dance pop,pinoy hip hop,pop,pop rap,post-teen pop,r&b"
"400","canadian pop,dance pop,pop,post-teen pop,viral pop"
"401","baile pop"
"402","baile pop"
"403","baile pop,brazilian electronica,deep funk carioca"
"404","brazilian electronica,deep funk carioca"
"405","sertanejo universitario"
"406","deep funk carioca"
"407","brazilian electronica,sertanejo pop,sertanejo universitario"
"408","dance pop,pop,post-teen pop"
"409","electro house"
"410","forro"
"411","deep funk carioca"
"412","brazilian electronica,brazilian hip hop"
"413","baile pop,brazilian electronica,deep funk carioca"
"414","baile pop,sertanejo pop,sertanejo universitario"
"415","dance pop,pop,post-teen pop"
"416","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"417","sertanejo,sertanejo universitario"
"418","deep funk carioca"
"419","sertanejo,sertanejo universitario"
"420","sertanejo universitario"
"421","dance pop,edm,electro house,moombahton,pop,tropical house"
"422","baile pop"
"423","baile pop,brazilian electronica,deep funk carioca"
"424","brazilian electronica,deep funk carioca"
"425","pop,rap"
"426","sertanejo pop,sertanejo universitario"
"427","pop"
"428",""
"429","electro house"
"430","baile pop,pop"
"431","sertanejo,sertanejo pop,sertanejo universitario"
"432","sertanejo,sertanejo pop,sertanejo universitario"
"433","sertanejo pop,sertanejo universitario"
"434","brazilian electronica,deep funk carioca"
"435","dance pop,pop,post-teen pop"
"436","sertanejo pop,sertanejo universitario"
"437","forro"
"438","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"439","deep funk carioca"
"440","sertanejo"
"441","sertanejo,sertanejo pop"
"442","sertanejo,sertanejo universitario"
"443","latin,latin pop"
"444","sertanejo,sertanejo pop,sertanejo universitario"
"445","baile pop,pop"
"446","electro house"
"447","axe,forro,sertanejo pop"
"448","baile pop"
"449","pop"
"450","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"451",""
"452","sertanejo"
"453","nova mpb"
"454","sertanejo,sertanejo universitario"
"455","deep funk carioca"
"456","sertanejo universitario"
"457","big room,dance pop,edm,electro house,pop,progressive electro house,tropical house"
"458","latin,reggaeton"
"459","sertanejo pop,sertanejo universitario"
"460","sertanejo universitario"
"461","sertanejo pop,sertanejo universitario"
"462",""
"463","baile pop,brazilian electronica,deep funk carioca"
"464","sertanejo universitario"
"465","dance pop,pop,post-teen pop"
"466","deep funk carioca"
"467","axe,baile pop,mpb,pagode"
"468","detroit hip hop,g funk,hip hop,rap"
"469","brazilian electronica,sertanejo pop,sertanejo universitario"
"470","brostep,egyptian pop,pop,progressive electro house"
"471","sertanejo"
"472","sertanejo,sertanejo pop,sertanejo universitario"
"473","baile pop,brazilian electronica,deep funk carioca,funk carioca"
"474","sertanejo,sertanejo universitario"
"475","baile pop"
"476","dance pop,pop,post-teen pop"
"477","sertanejo,sertanejo pop"
"478","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"479","sertanejo,sertanejo pop,sertanejo universitario"
"480","brazilian electronica,deep funk carioca"
"481","pop,post-teen pop"
"482","pop"
"483","forro"
"484","dance pop,pop,post-teen pop,r&b"
"485","dance pop,electropop,pop,post-teen pop"
"486","brazilian electronica,deep funk carioca"
"487","reggaeton"
"488","edm,electropop,pop,tropical house"
"489","modern rock,rock,vegas indie"
"490","sertanejo,sertanejo pop,sertanejo universitario"
"491","sertanejo universitario"
"492","baile pop,brazilian electronica,deep funk carioca"
"493","sertanejo pop,sertanejo universitario"
"494","baile pop,brazilian electronica,deep funk carioca"
"495","sertanejo universitario"
"496",""
"497","electro house"
"498","emo rap"
"499","dance pop,pop,post-teen pop,viral pop"
"500","pop"
"501","deep funk carioca"
"502","brazilian electronica,deep funk carioca"
"503","canadian pop,dance pop,pop,post-teen pop,viral pop"
"504","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"505","sertanejo"
"506","electro house"
"507","baile pop,brazilian electronica,deep funk carioca"
"508","brazilian electronica,deep funk carioca"
"509","sertanejo,sertanejo pop,sertanejo universitario"
"510",""
"511","brazilian electronica"
"512","sertanejo,sertanejo pop,sertanejo universitario"
"513","deep funk carioca"
"514","brazilian hip hop"
"515","sertanejo,sertanejo pop,sertanejo universitario"
"516","latin,latin pop"
"517","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"518","hip hop"
"519","pop,rap"
"520","deep funk carioca"
"521","dance pop,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap music"
"522","brazilian electronica,pagode,sertanejo,sertanejo pop,sertanejo universitario"
"523","sertanejo universitario"
"524","boy band,latin,latin pop,pop,reggaeton,tropical"
"525","edm,electro house,house,pop,progressive house"
"526","baile pop,brazilian electronica,deep funk carioca,funk carioca"
"527","dance pop,pop,post-teen pop,r&b"
"528","baile pop,sertanejo pop,sertanejo universitario"
"529","forro,sertanejo pop"
"530","edm,electropop,pop,tropical house"
"531","sertanejo,sertanejo pop,sertanejo universitario"
"532","modern rock,rock,vegas indie"
"533","big room,dance pop,edm,pop,tropical house"
"534","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"535","k-pop"
"536","sertanejo,sertanejo pop,sertanejo tradicional,sertanejo universitario"
"537","deep funk carioca"
"538","brazilian electronica,brazilian hip hop"
"539","hip hop,indie pop rap,pop,pop rap,rap"
"540","canadian pop,dance pop,pop,post-teen pop"
"541","pop rap,rap,trap music"
"542","conscious hip hop,hip hop,pop rap,rap"
"543","brazilian hip hop"
"544","reggaeton"
"545","pop,post-teen pop"
"546","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"547","deep funk carioca"
"548","sertanejo universitario"
"549","pagode,sertanejo,sertanejo pop,sertanejo universitario"
"550","sertanejo universitario"
"551","pop"
"552","deep tropical house,tropical house"
"553","brazilian electronica,sertanejo pop"
"554","dance pop,pop,post-teen pop"
"555","sertanejo universitario"
"556","dance pop,edm,pop"
"557","dance pop,pop,post-teen pop"
"558","canadian pop,dance pop,pop,post-teen pop,viral pop"
"559","forro"
"560","sertanejo,sertanejo universitario"
"561","forro"
"562","sertanejo,sertanejo pop,sertanejo universitario"
"563","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"564","indie pop,modern alternative rock,modern rock,neo-psychedelic"
"565","sertanejo,sertanejo universitario"
"566","brazilian electronica,brazilian hip hop"
"567","baile pop"
"568","sertanejo,sertanejo pop,sertanejo universitario"
"569","dance pop,pop,post-teen pop"
"570","brazilian hip hop"
"571","brazilian electronica"
"572","big room,edm,pop"
"573",""
"574","latin,latin pop"
"575","latin,reggaeton"
"576","brazilian electronica,sertanejo,sertanejo pop,sertanejo universitario"
"577","big room,edm,pop"
"578","sertanejo pop,sertanejo universitario"
"579","pop"
"580","conscious hip hop,hip hop,pop rap,rap,west coast rap"
"581","sertanejo pop,sertanejo universitario"
"582","sertanejo pop"
"583","baile pop,brazilian electronica,deep funk carioca"
"584","brazilian electronica,deep funk carioca"
"585","pagode,sertanejo universitario"
"586",""
"587","canadian pop,pop,rap"
"588","sertanejo pop,sertanejo universitario"
"589","complextro,dance pop,edm,german techno,pop,post-teen pop,tropical house"
"590","baile pop"
"591","dance pop,electropop,girl group,pop,post-teen pop,r&b,talent show"
"592","sertanejo"
"593","edm,electropop,pop,tropical house"
"594","dance pop,pinoy hip hop,pop,pop rap,post-teen pop,r&b"
"595","dance pop,electropop,girl group,pop,post-teen pop,r&b,talent show"
"596","sertanejo universitario"
"597","canadian pop,dance pop,pop,post-teen pop,viral pop"
"598","hip hop,pop,pop rap,rap,southern hip hop,trap music"
"599","deep funk carioca"
"600","emo rap"
"601","baile pop"
"602","baile pop"
"603","baile pop,brazilian electronica,deep funk carioca"
"604","brazilian electronica,deep funk carioca"
"605","sertanejo universitario"
"606","deep funk carioca"
"607","brazilian electronica,sertanejo pop,sertanejo universitario"
"608","electro house"
"609","forro"
