"","genres"
"365","dance pop,edm,electronic trap,pop,tropical house"
"366","dance pop,neo mellow,pop,post-teen pop,viral pop"
"367","pop,rap"
"368","latin pop,spanish pop,spanish pop rock"
"369","dance pop,latin,latin pop,mexican pop,tropical"
"370","conscious hip hop,hip hop,pop rap,rap,west coast rap"
"371","neo soul,pop,r&b,urban contemporary"
"372","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"373","indie pop,modern alternative rock,modern rock,neo-psychedelic"
"374","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"375","pop,rap"
"376","big room,edm,pop,progressive house,tropical house"
"377","indie r&b,pop"
"378","pop rap,rap,trap music"
"379","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"380","latin,latin pop"
"381","latin,reggaeton flow,trap latino,tropical"
"382","chillstep,edm,indie poptimism,pop,tropical pop edm"
"383","dance pop,pop,post-teen pop"
"384","dance pop,pop,post-teen pop"
"385","complextro,dance pop,edm,german techno,pop,post-teen pop,tropical house"
"386","boy band,latin,latin pop,pop,reggaeton,tropical"
"387","canadian pop,pop,rap"
"388","reggaeton,trap latino"
"389","dance pop,edm,pop,post-teen pop,tropical house,uk funky"
"390","dance pop,edm,pop,post-teen pop,tropical house,uk funky"
"391","dance pop,edm,electronic trap,pop,tropical house"
"392","latin,latin hip hop,reggaeton,trap latino,tropical"
"393","pop"
"394","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"395","banda,norteno,regional mexican"
"396","bachata,dance pop,latin,latin pop,pop,tropical"
"397","champeta,colombian pop,electro latino,latin,latin pop,pop,tropical"
"398","reggaeton"
"399","cantautor,latin,latin arena pop,latin pop,rock en espanol,tropical"
"400","reggaeton,trap latino"
"401","colombian pop,latin,latin pop"
"402","reggaeton,trap latino"
"403","latin,latin pop,reggaeton"
"404","reggaeton"
"405","reggaeton,trap latino"
"406","latin,latin pop"
"407","latin,reggaeton flow,tropical"
"408","baile pop"
"409","dance pop,latin pop,latin viral pop,pop,reggaeton"
"410","latin,latin hip hop,pop,reggaeton,tropical"
"411","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"412","dance pop,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"413","dance pop,latin,latin pop,pop,tropical"
"414","reggaeton,trap latino"
"415","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"416","bachata,latin,tropical"
"417","colombian pop,latin pop"
"418","colombian pop,latin,tropical"
"419","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"420","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"421","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"422","dance pop,electro latino,latin,latin pop,pop,tropical"
"423","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"424","latin,latin arena pop,latin pop,mexican pop,pop"
"425","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"426","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"427","latin,reggaeton"
"428","dance pop,pop,post-teen pop"
"429","pop,rap"
"430","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"431","latin,reggaeton"
"432","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"433","reggaeton,trap latino"
"434","brostep,deep big room,edm,electro house,electronic trap,moombahton"
"435","reggaeton"
"436","reggaeton,trap latino"
"437","latin arena pop,latin pop,latin viral pop,spanish pop"
"438","reggaeton,trap latino"
"439","reggaeton,trap latino"
"440","reggaeton flow,trap latino"
"441","dance pop,pop,post-teen pop"
"442","pop"
"443","reggaeton"
"444","deep funk carioca"
"445","boy band,latin,latin pop,pop,reggaeton,tropical"
"446","dance pop,pop,post-teen pop"
"447","pop"
"448","dance pop,pop,post-teen pop"
"449","latin,latin hip hop,pop,reggaeton,tropical"
"450","colombian pop,latin,latin pop,rock cristiano"
"451","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"452","pop"
"453","colombian pop,latin,latin pop"
"454","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"455","boy band,latin,latin pop,pop,reggaeton,tropical"
"456","latin,latin pop,tropical"
"457","regional mexican"
"458","latin,latin hip hop,reggaeton,trap latino,tropical"
"459","pop,post-teen pop"
"460","latin,latin hip hop,reggaeton,trap latino,tropical"
"461","colombian pop,latin,latin pop,pop reggaeton,vallenato"
"462","reggaeton,trap latino"
"463","emo rap"
"464","reggaeton,trap latino"
"465","bachata,latin,tropical"
"466","latin,reggaeton"
"467","latin,latin hip hop,pop,reggaeton,tropical"
"468","colombian pop,latin,latin pop"
"469","banda,norteno,regional mexican"
"470","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"471","colombian pop,latin,latin pop,pop reggaeton,vallenato"
"472","latin,latin pop"
"473","latin,reggaeton"
"474","dance pop,pop,pop rap,post-teen pop,r&b,urban contemporary"
"475","edm,electropop,pop,tropical house"
"476","dance pop,electropop,pop,post-teen pop"
"477","latin pop,reggaeton"
"478","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"479","dance pop,pop,post-teen pop"
"480","modern rock,rock,vegas indie"
"481","pop"
"482","cantautor,latin,latin arena pop,latin pop,rock en espanol,tropical"
"483","latin,latin arena pop,latin pop,spanish pop"
"484","regional mexican"
"485","dance pop,latin,latin arena pop,latin pop,latin viral pop,mexican pop,pop"
"486","reggaeton flow,trap latino"
"487","colombian pop,latin pop"
"488","reggaeton"
"489","reggaeton,trap latino"
"490","latin arena pop,latin pop,latin viral pop,spanish pop"
"491","latin,latin hip hop,pop,reggaeton,tropical"
"492","dance pop,pop,post-teen pop,viral pop"
"493","latin,latin pop,latin viral pop,mexican pop"
"494","edm,electropop,pop,tropical house"
"495","reggaeton"
"496","dance pop,pop,post-teen pop,viral pop"
"497","brostep,egyptian pop,pop,progressive electro house"
"498","reggaeton,trap latino"
"499","hip hop,pop,pop rap,rap,southern hip hop,trap music"
"500","pop,rap"
"501","pop"
"502","rap dominicano,reggaeton flow"
"503","modern rock,rock,vegas indie"
"504","boy band,latin,latin pop,pop,reggaeton,tropical"
"505","canadian hip hop,canadian pop,hip hop,pop rap,rap"
"506","latin pop,reggaeton"
"507","colombian pop,latin,latin pop,pop,rock en espanol,tropical"
"508","latin,latin hip hop,reggaeton,reggaeton flow,tropical"
"509","edm,pop,tropical house"
"510","reggaeton,trap latino"
"511","detroit hip hop,g funk,hip hop,rap"
"512","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"513","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"514","dance pop,edm,electronic trap,pop,tropical house"
"515","latin,latin hip hop,reggaeton,trap latino,tropical"
"516","latin,reggaeton"
"517","latin,latin hip hop,pop,reggaeton,tropical"
"518","edm,electro house,house,pop,progressive house"
"519","edm,pop,tropical house"
"520","pop"
"521","big room,edm,pop,progressive house,tropical house"
"522","latin,latin hip hop,reggaeton,trap latino,tropical"
"523","latin,reggaeton flow,trap latino,tropical"
"524","canadian pop,dance pop,pop,post-teen pop"
"525","latin,latin arena pop,latin pop,mexican pop"
"526","canadian pop,dance pop,pop,post-teen pop,viral pop"
"527","hip hop,indie pop rap,pop,pop rap,rap"
"528","bachata,latin,tropical"
"529","colombian pop,latin pop"
"530","dance pop,latin,latin pop,pop,tropical"
