"","genres"
"366","argentine rock,latin alternative,latin rock,rock en espanol,rock nacional,ska argentino"
"367","dance pop,electropop,girl group,pop,post-teen pop,r&b,talent show"
"368","dance pop,dancehall,pop,pop rap"
"369","chilean indie,chilean rock,cumbia chilena,latin rock,nueva cancion"
"370","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"371","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"372","canadian pop,dance pop,pop,post-teen pop"
"373","latin pop,spanish pop,spanish pop rock"
"374","latin,latin arena pop,latin pop,mexican pop"
"375","dance pop,pop,pop rap,post-teen pop,r&b,urban contemporary"
"376","latin alternative,latin pop"
"377","dance pop,pop,post-teen pop"
"378","reggaeton"
"379","dance pop,edm,electro house,moombahton,pop,tropical house"
"380","latin,reggaeton flow,trap latino,tropical"
"381","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"382","dance pop,latin,latin pop,mexican pop,pop,pop quebecois,tropical"
"383","boy band,latin,latin pop,pop,reggaeton,tropical"
"384","dance pop,pop,post-teen pop"
"385","reggaeton flow,trap latino"
"386","brostep,egyptian pop,pop,progressive electro house"
"387","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"388","dance pop,edm,electro house,moombahton,pop,tropical house"
"389","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"390","latin,latin arena pop,latin pop,mexican pop,pop"
"391","big room,edm,pop,progressive house,tropical house"
"392",""
"393","canadian pop,pop,rap"
"394","deep funk carioca"
"395","pop rap,rap,trap music"
"396","latin,latin pop,tropical"
"397","reggaeton flow,trap latino"
"398","permanent wave,pop"
"399","latin,reggaeton flow,trap latino,tropical"
"400","pop,post-teen pop"
"401","latin,latin pop"
"402","reggaeton"
"403","colombian pop,latin,latin pop"
"404","reggaeton,trap latino"
"405","latin,latin pop,reggaeton"
"406","reggaeton,trap latino"
"407","dance pop,latin pop,latin viral pop,pop,reggaeton"
"408","colombian pop,latin,tropical"
"409","dance pop,latin,latin pop,pop,tropical"
"410","latin,reggaeton flow,tropical"
"411","deep funk carioca"
"412","dance pop,latin,latin hip hop,latin pop,pop,pop reggaeton,reggaeton,tropical"
"413","colombian pop,dance pop,latin,latin pop,mexican pop,pop"
"414","bachata,latin,tropical"
"415","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"416","baile pop"
"417","latin,latin arena pop,latin pop,mexican pop,pop"
"418","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"419","latin,latin hip hop,pop,reggaeton,tropical"
"420","reggaeton,trap latino"
"421","champeta,colombian pop,dance pop,latin,latin pop,tropical,vallenato"
"422","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"423","latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"424","latin,reggaeton"
"425","reggaeton,trap latino"
"426","colombian pop,latin pop"
"427","dance pop,pop,post-teen pop"
"428","colombian pop,latin,latin pop,pop,reggaeton,tropical"
"429","latin,reggaeton"
"430","reggaeton"
"431","dance pop,pop,post-teen pop"
"432","latin,latin hip hop,reggaeton flow,trap latino,tropical"
"433","deep funk carioca"
"434","dance pop,latin,latin hip hop,latin pop,pop,reggaeton,tropical"
"435","latin arena pop,latin pop,latin viral pop,spanish pop"
"436","pop"
"437","latin,latin hip hop,reggaeton,reggaeton flow,trap latino,tropical"
"438","boy band,latin,latin pop,pop,reggaeton,tropical"
"439","reggaeton,trap latino"
"440","colombian pop,latin,latin pop"
"441","reggaeton,trap latino"
